Instance 	 ip_model 	 	 lr_model 	 	 greedy 	 	 UB 	 
 	 objval 	 time 	 objval 	 time 	 objval 	 time 	 objval 	 time 
1 	 88837.00 	 0.56 	 88828.50 	 0.17 	 88854 	 0.15	 99206 	 0.00 	 17.00 	 8.50 
2 	 86940.00 	 0.23 	 86940.00 	 0.20 	 86940 	 0.14	 98028 	 0.00 	 0.00 	 0.00 
3 	 98170.00 	 0.51 	 98170.00 	 0.20 	 98170 	 0.14	 108987 	 0.00 	 0.00 	 0.00 
4 	 94946.00 	 0.90 	 94916.00 	 0.23 	 94946 	 0.19	 107965 	 0.00 	 0.00 	 30.00 
5 	 93555.00 	 0.57 	 93552.50 	 0.19 	 93555 	 0.21	 101600 	 0.00 	 0.00 	 2.50 
6 	 74535.00 	 0.29 	 74535.00 	 0.18 	 74535 	 0.15	 84067 	 0.00 	 0.00 	 0.00 
7 	 107781.00 	 0.68 	 107779.33 	 0.22 	 107781 	 0.14	 115742 	 0.00 	 0.00 	 1.67 
8 	 78783.00 	 0.31 	 78783.00 	 0.23 	 78783 	 0.14	 90223 	 0.00 	 0.00 	 0.00 
9 	 89653.00 	 0.25 	 89653.00 	 0.18 	 89653 	 0.14	 97650 	 0.00 	 0.00 	 0.00 
10 	 90368.00 	 0.29 	 90368.00 	 0.19 	 90368 	 0.15	 101930 	 0.00 	 0.00 	 0.00 
11 	 86586.00 	 0.70 	 86575.00 	 0.23 	 86586 	 0.15	 99981 	 0.00 	 0.00 	 11.00 
12 	 103677.00 	 0.68 	 103668.50 	 0.25 	 103677 	 0.15	 113677 	 0.00 	 0.00 	 8.50 
13 	 81496.00 	 0.73 	 81478.50 	 0.22 	 81496 	 0.14	 91097 	 0.00 	 0.00 	 17.50 
14 	 88822.00 	 0.64 	 88819.67 	 0.23 	 88822 	 0.15	 99511 	 0.00 	 0.00 	 2.33 
15 	 92089.00 	 0.21 	 92089.00 	 0.15 	 92089 	 0.15	 101650 	 0.00 	 0.00 	 0.00 
16 	 90505.00 	 0.40 	 90505.00 	 0.29 	 90505 	 0.15	 101132 	 0.00 	 0.00 	 0.00 
17 	 85019.00 	 0.28 	 85019.00 	 0.22 	 85019 	 0.14	 95676 	 0.00 	 0.00 	 0.00 
18 	 85964.00 	 0.28 	 85964.00 	 0.20 	 85964 	 0.15	 94445 	 0.00 	 0.00 	 0.00 
19 	 84217.00 	 0.25 	 84217.00 	 0.18 	 84217 	 0.17	 95921 	 0.00 	 0.00 	 0.00 
20 	 70881.00 	 0.26 	 70881.00 	 0.20 	 70881 	 0.15	 81510 	 0.00 	 0.00 	 0.00 
21 	 83725.00 	 0.27 	 83725.00 	 0.19 	 83725 	 0.15	 94315 	 0.00 	 0.00 	 0.00 
22 	 88599.00 	 0.26 	 88599.00 	 0.18 	 88599 	 0.15	 103886 	 0.00 	 0.00 	 0.00 
23 	 88097.00 	 0.29 	 88097.00 	 0.23 	 88097 	 0.15	 104603 	 0.00 	 0.00 	 0.00 
24 	 90169.00 	 0.53 	 90169.00 	 0.21 	 90169 	 0.21	 100384 	 0.00 	 0.00 	 0.00 
25 	 91136.00 	 0.32 	 91136.00 	 0.24 	 91136 	 0.15	 101191 	 0.00 	 0.00 	 0.00 
26 	 83982.00 	 0.78 	 83975.50 	 0.20 	 83995 	 0.14	 95808 	 0.00 	 13.00 	 6.50 
27 	 96803.00 	 0.91 	 96794.00 	 0.24 	 96821 	 0.16	 107846 	 0.00 	 18.00 	 9.00 
28 	 82069.00 	 0.26 	 82069.00 	 0.20 	 82069 	 0.17	 89739 	 0.00 	 0.00 	 0.00 
29 	 84507.00 	 0.39 	 84507.00 	 0.29 	 84507 	 0.15	 95730 	 0.00 	 0.00 	 0.00 
30 	 95175.00 	 0.75 	 95174.00 	 0.25 	 95175 	 0.15	 105794 	 0.00 	 0.00 	 1.00 
31 	 87702.00 	 0.26 	 87702.00 	 0.18 	 87702 	 0.15	 98063 	 0.00 	 0.00 	 0.00 
32 	 81507.00 	 0.32 	 81507.00 	 0.22 	 81507 	 0.16	 94527 	 0.00 	 0.00 	 0.00 
33 	 87118.00 	 0.28 	 87118.00 	 0.19 	 87118 	 0.15	 99034 	 0.00 	 0.00 	 0.00 
34 	 90840.00 	 0.76 	 90820.00 	 0.26 	 90840 	 0.15	 103838 	 0.00 	 0.00 	 20.00 
35 	 101558.00 	 0.27 	 101558.00 	 0.20 	 101558 	 0.15	 112490 	 0.00 	 0.00 	 0.00 
36 	 77261.00 	 0.27 	 77261.00 	 0.19 	 77261 	 0.15	 84276 	 0.00 	 0.00 	 0.00 
37 	 96241.00 	 0.24 	 96241.00 	 0.18 	 96245 	 0.15	 107782 	 0.00 	 4.00 	 0.00 
38 	 83271.00 	 0.29 	 83271.00 	 0.19 	 83271 	 0.16	 94583 	 0.00 	 0.00 	 0.00 
39 	 73293.00 	 0.88 	 73273.50 	 0.19 	 73293 	 0.15	 85859 	 0.00 	 0.00 	 19.50 
40 	 86765.00 	 0.31 	 86765.00 	 0.22 	 86765 	 0.15	 97981 	 0.00 	 0.00 	 0.00 
41 	 85596.00 	 0.70 	 85583.50 	 0.23 	 85596 	 0.15	 96512 	 0.00 	 0.00 	 12.50 
42 	 98708.00 	 0.27 	 98708.00 	 0.20 	 98708 	 0.15	 109073 	 0.00 	 0.00 	 0.00 
43 	 89262.00 	 0.33 	 89262.00 	 0.25 	 89262 	 0.15	 104209 	 0.00 	 0.00 	 0.00 
44 	 96581.00 	 0.27 	 96581.00 	 0.21 	 96581 	 0.15	 104903 	 0.00 	 0.00 	 0.00 
45 	 93255.00 	 0.72 	 93250.00 	 0.19 	 93272 	 0.15	 101016 	 0.00 	 17.00 	 5.00 
46 	 95793.00 	 0.83 	 95776.00 	 0.25 	 95793 	 0.15	 107041 	 0.00 	 0.00 	 17.00 
47 	 87056.00 	 0.92 	 87052.33 	 0.25 	 87056 	 0.15	 99212 	 0.00 	 0.00 	 3.67 
48 	 88623.00 	 0.33 	 88623.00 	 0.25 	 88623 	 0.15	 99862 	 0.00 	 0.00 	 0.00 
49 	 80337.00 	 0.83 	 80309.50 	 0.25 	 80337 	 0.14	 93038 	 0.00 	 0.00 	 27.50 
50 	 80252.00 	 0.94 	 80225.50 	 0.24 	 80252 	 0.14	 92602 	 0.00 	 0.00 	 26.50 
51 	 90465.00 	 0.26 	 90465.00 	 0.21 	 90465 	 0.15	 100934 	 0.00 	 0.00 	 0.00 
52 	 89978.00 	 0.87 	 89966.00 	 0.26 	 89978 	 0.15	 100753 	 0.00 	 0.00 	 12.00 
53 	 91756.00 	 0.23 	 91756.00 	 0.16 	 91756 	 0.15	 99137 	 0.00 	 0.00 	 0.00 
54 	 99491.00 	 0.70 	 99476.50 	 0.19 	 99494 	 0.15	 109057 	 0.00 	 3.00 	 14.50 
55 	 103910.00 	 0.30 	 103910.00 	 0.22 	 103926 	 0.14	 115851 	 0.00 	 16.00 	 0.00 
